Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Class
WN,1057,OAK,BUR,4,635,65,1
FL,537,MEM,ATL,3,597,71,0
WN,399,LAS,SNA,1,465,60,1
MQ,4436,BNA,DCA,4,390,105,0
CO,1517,MSP,IAH,4,380,182,0
CO,1590,IAH,MIA,3,450,143,0
FL,117,ATL,TPA,1,996,79,1
DL,1322,MSY,ATL,1,975,89,0
MQ,4437,LGA,CMH,1,480,120,1
B6,459,BOS,FLL,4,1185,201,0
WN,1180,SEA,OAK,7,700,125,1
WN,864,BUR,PHX,7,1075,80,1
FL,933,JAX,ATL,1,647,68,0
AA,1951,BHM,DFW,2,1045,130,1
XE,2271,MCI,IAH,1,1022,119,0
AS,698,SEA,GEG,4,1380,57,0
YV,2828,PHX,AUS,4,1360,126,1
YV,1029,KOA,HNL,4,1090,40,0
FL,1178,GRR,RSW,4,949,170,0
XE,2936,IAH,AEX,3,935,56,0
UA,189,BWI,ORD,5,363,132,1
FL,72,FLL,ATL,2,460,120,0
AA,1386,SEA,ORD,7,740,250,1
FL,906,ATL,PHF,5,1265,89,1
EV,5266,MGM,ATL,5,789,60,1
AA,815,AUS,DFW,4,785,65,0
WN,1752,SAN,ELP,4,640,105,1
UA,114,ORD,MCO,5,996,163,0
WN,2982,JAX,BNA,4,630,95,0
OO,4725,SLC,LGB,6,1005,120,1
WN,2162,OAK,ONT,5,1125,70,1
OO,6829,SFO,RDM,4,573,95,1
WN,916,DEN,HOU,2,1210,140,1
OO,6293,SFO,DFW,2,1163,202,1
YV,7257,ORD,CHS,6,1185,119,1
WN,2658,BWI,DTW,7,1190,100,1
OO,6637,DEN,BZN,5,1302,109,0
AA,1847,AUS,DFW,2,570,65,0
WN,3411,MCO,MCI,7,550,185,1
YV,1002,OGG,HNL,6,480,32,0
WN,1100,MDW,MSY,1,1100,140,1
US,1866,ATL,CLT,2,940,76,0
WN,465,MCI,TPA,2,755,155,0
WN,470,ABQ,DAL,4,1140,95,1
XE,3104,CRW,IAH,2,1106,174,0
HA,205,OGG,HNL,3,364,33,0
WN,441,SAN,SFO,2,635,105,0
WN,768,MSY,TPA,1,1125,85,1
AA,581,DCA,STL,4,430,140,0
OO,6411,LAX,SBP,1,781,61,1
B6,312,FLL,IAD,5,930,146,0
UA,301,ICT,DEN,5,593,101,1
WN,2549,LAX,DEN,4,910,135,1
OO,6460,ABQ,DEN,3,589,76,0
US,62,CLT,BOS,3,795,125,0
MQ,3228,AEX,DFW,7,1015,75,0
XE,2792,IAH,TUL,2,535,85,0
WN,843,STL,ABQ,7,760,165,1
HA,363,ITO,HNL,7,1180,49,0
XE,2980,TYS,CLE,4,1016,79,0
F9,318,MKE,DCA,1,1199,110,1
AA,616,DFW,DTW,2,535,150,0
UA,371,EWR,ORD,4,1139,162,1
AA,85,JFK,SFO,1,930,400,1
DL,2162,DTW,PHL,1,1295,101,1
WN,2708,BWI,LAS,6,985,335,1
XE,2192,IAH,MAF,5,1275,85,0
EV,7071,SYR,ORD,2,597,138,1
AA,7,DFW,OGG,1,690,510,0
MQ,2912,GRK,DFW,6,585,50,1
AS,606,SEA,LAS,6,595,149,0
9E,3776,ROC,ATL,2,450,151,0
DL,1806,LAX,DTW,2,810,268,1
EV,7363,MEM,JAN,1,875,61,0
DL,1590,MCI,ATL,4,577,120,0
9E,3840,AZO,DTW,6,920,60,0
WN,1458,LAS,SAT,5,815,160,1
DL,1371,BOS,LGA,4,360,68,0
DL,2031,ATL,TUS,3,1191,254,1
B6,396,MCO,LGA,4,1155,148,1
US,29,CLT,ATL,7,560,79,1
WN,2453,MAF,ABQ,4,440,70,1
EV,7315,GSP,ATL,4,682,58,0
WN,549,BOS,DEN,3,1095,300,1
XE,5904,BTV,ORD,7,744,159,0
AA,1386,SEA,ORD,4,740,250,0
US,1707,STL,CLT,4,450,109,0
FL,254,FNT,ATL,7,360,134,0
OH,6274,MSP,DLH,1,675,55,1
EV,5196,OMA,DTW,6,615,119,0
EV,5334,ABY,ATL,7,660,58,0
US,1757,PHL,LAS,5,1270,337,1
AA,1660,DFW,IND,1,455,120,0
MQ,3066,SAN,LAX,5,615,50,0
MQ,3628,BNA,MIA,6,540,140,0
AA,755,ORD,SAT,7,650,175,0
OO,4677,SLC,BUR,5,690,116,1
AA,1099,IND,DFW,5,475,150,0
WN,2647,TPA,ISP,4,830,155,1
WN,8,HOU,DAL,5,480,55,0
FL,849,ATL,MCO,1,990,90,0
DL,2611,ATL,DFW,3,505,160,0
UA,982,IAH,IAD,4,722,178,1
XE,2593,IAH,OMA,4,800,130,1
FL,409,IND,ATL,5,385,104,0
MQ,4061,ORD,SGF,5,905,95,0
DL,1427,ATL,FLL,4,1370,109,1
OO,6475,DTW,ORD,6,643,78,0
WN,1587,PHX,BUR,5,1235,85,0
UA,351,PIT,ORD,2,982,103,1
MQ,3756,ORD,SLC,2,775,210,1
AA,329,LGA,ORD,6,765,155,0
DL,123,JFK,ATL,2,945,171,0
WN,380,MDW,LAX,4,955,280,1
9E,4246,IND,DTW,5,608,80,0
DL,1787,BWI,MSP,3,1110,168,0
OH,6617,DTW,AVL,3,620,103,0
WN,3585,MCO,PVD,2,510,155,0
WN,2807,DEN,ONT,1,515,140,0
DL,1558,HNL,LAX,4,1300,322,1
DL,2411,ATL,DFW,5,655,158,1
UA,491,DEN,PHX,4,491,128,0
WN,580,MCI,PHX,7,730,185,1
XE,2994,DFW,IAH,6,575,65,1
F9,623,DEN,DTW,2,650,164,0
MQ,4261,TUL,ORD,4,880,115,1
OO,6953,ORD,BOI,4,740,229,0
UA,318,DEN,TUL,2,1260,97,0
WN,914,TPA,HOU,5,705,150,0
US,1048,DFW,CLT,5,835,141,0
EV,5446,VPS,ATL,3,613,74,0
9E,4295,JFK,LWB,3,750,110,1
B6,1224,RDU,BOS,3,360,101,0
UA,201,BOS,IAD,4,360,103,0
B6,453,BOS,FLL,3,574,204,1
MQ,2988,DFW,AGS,7,1130,130,0
YV,2657,CLE,CLT,3,1199,97,0
WN,2092,LAS,RNO,5,810,80,1
US,541,DFW,LAS,2,405,178,0
CO,1893,SMF,IAH,3,748,217,0
OH,6336,DCA,JFK,2,865,100,0
UA,743,PIT,DEN,4,467,228,0
B6,767,MCO,PSE,2,1413,160,1
WN,56,CRP,HOU,3,1125,50,1
OO,4494,BIL,SLC,5,1020,79,0
WN,3138,IND,DEN,7,690,185,1
EV,5568,ATL,PIT,1,661,104,1
OO,4748,OAK,SLC,7,1100,102,1
FL,229,MIA,BWI,4,720,147,0
US,977,PHL,PBI,3,735,159,1
WN,790,SAT,DAL,3,785,60,0
US,393,LAS,DFW,4,515,157,0
MQ,4023,ORD,MDT,7,1170,105,1
MQ,3035,LAX,SBA,2,1290,40,1
WN,2311,SEA,OAK,6,800,125,1
XE,2586,IND,EWR,3,705,118,1
F9,110,DEN,MSP,6,400,117,0
CO,132,SAN,IAH,2,405,189,1
WN,598,DEN,GEG,1,515,150,1
WN,310,LAS,RNO,2,1255,75,1
MQ,2940,ABI,DFW,4,395,50,0
CO,1059,DCA,IAH,7,810,210,0
WN,15,HOU,MCO,4,685,125,1
AA,1362,ORD,JFK,7,760,130,0
MQ,3547,DFW,CLE,4,720,150,1
WN,2198,STL,CLE,2,540,95,0
WN,301,PHX,SAN,4,590,75,1
OO,6603,SFO,PSC,3,571,112,1
WN,667,HOU,TPA,2,500,120,1
US,94,PHX,PDX,4,1280,166,0
MQ,2711,DFW,CAE,2,450,130,0
EV,7357,STL,MEM,1,1030,70,1
YV,2727,PSP,PHX,2,405,66,0
MQ,2736,LBB,DFW,1,800,65,0
FL,86,ATL,FLL,2,866,110,1
AA,1554,SAT,DFW,4,965,70,0
EV,5581,GRK,ATL,5,405,134,1
DL,2302,TPA,MEM,5,700,127,0
WN,3057,MCI,OKC,1,1015,70,1
FL,430,MKE,SEA,3,1185,261,1
WN,1295,TPA,BDL,5,995,165,0
MQ,2723,AMA,DFW,5,910,65,1
WN,1222,SMF,BUR,4,1025,70,1
YV,7235,IAD,SYR,2,1337,71,0
WN,1557,CRP,HOU,4,570,50,0
AA,1965,STL,DFW,5,360,115,0
9E,3883,ICT,MSP,4,450,115,0
FL,1033,RSW,PIT,5,1074,150,0
HA,196,HNL,OGG,3,1135,37,0
OH,6459,EWR,CVG,4,779,129,0
WN,1835,AUS,DAL,5,1055,55,1
US,2128,LGA,BOS,5,780,65,0
US,10,CLT,ORD,3,700,128,1
OO,6702,DEN,FAR,4,1249,111,1
AA,533,IAH,DFW,7,1205,75,0
US,61,BOS,CLT,2,570,148,0
CO,510,IAH,EWR,2,530,205,0
UA,277,MCO,LAX,6,1140,331,0
DL,2880,SFO,ATL,5,720,279,0
AA,682,MIA,JFK,7,895,185,0
DL,2659,BDL,RSW,6,475,202,0
WN,950,PHX,SAT,5,635,125,1
CO,1422,MSY,IAH,5,640,72,0
UA,814,LAX,DEN,5,695,143,1
WN,479,PDX,PHX,7,665,150,1
AA,1120,ORD,STL,3,840,65,0
XE,5917,CAK,ORD,2,643,90,0
AA,1140,DFW,ATL,1,475,125,1
US,1769,LGA,CLT,5,1139,128,0
WN,1658,BDL,MDW,3,1130,160,0
FL,1202,RSW,MDW,6,885,180,0
AS,492,SEA,SAN,7,1205,158,0
US,1184,BWI,PHL,5,1110,68,0
9E,3979,BUF,JFK,1,575,100,1
DL,1500,ATL,BOS,6,1290,149,0
DL,2100,ATL,BOS,4,830,150,0
WN,2927,TPA,CMH,1,580,135,1
YV,2617,CLT,GSO,5,689,51,0
AA,1238,SEA,ORD,3,525,235,0
WN,702,ABQ,STL,3,680,135,1
US,1517,BDL,DCA,3,375,81,0
DL,1892,TPA,DTW,4,698,166,1
YV,2940,TEX,PHX,5,916,122,0
WN,1068,LAX,TUS,3,1235,75,1
FL,468,ATL,BWI,3,1159,101,0
UA,745,DEN,PDX,7,1135,177,0
OO,7050,DEN,RNO,7,1305,138,1
AA,726,ELP,DFW,1,465,105,0
US,430,PHL,LAS,1,1245,335,0
MQ,4275,MSN,ORD,6,360,55,1
XE,2279,EWR,TYS,5,970,139,1
XE,2076,EWR,IND,1,1200,142,1
EV,5370,DCA,BDL,1,1320,78,0
US,1050,RDU,CLT,4,360,57,0
DL,1858,ATL,RDU,2,453,83,1
DL,2665,DCA,MCO,4,450,150,0
OO,4504,SLC,BIL,2,1027,82,0
FL,224,MKE,LAS,5,535,250,0
WN,39,MAF,DAL,3,870,65,0
WN,3604,ABQ,DAL,4,1225,90,1
EV,5183,ATL,PHF,4,915,102,1
9E,3715,DTW,BTV,5,1310,103,1
WN,759,DEN,MDW,4,875,135,1
OO,6687,MRY,SFO,5,702,37,0
CO,1723,IAH,ONT,5,585,215,0
DL,2101,ATL,TUS,1,1193,252,1
MQ,3459,DFW,LIT,6,1235,65,0
US,1937,PHL,PBI,2,605,175,1
CO,1649,FLL,IAH,4,375,164,0
DL,2037,DTW,MCI,5,915,131,0
UA,975,IAD,SFO,7,1035,350,1
FL,261,MKE,DCA,1,485,115,0
UA,716,DEN,IAH,7,1237,142,0
OO,4658,BTM,SLC,4,790,76,0
WN,2911,DAL,MCI,5,1025,90,0
WN,1334,SJC,LAX,5,435,70,1
CO,9,BOS,EWR,6,445,77,1
OO,4461,SNA,SLC,4,700,109,0
OH,6405,ATL,CHS,1,496,76,1
XE,5926,ORD,CLE,2,643,70,1
9E,4215,ATW,DTW,2,830,85,1
OO,6834,ORD,MLI,4,715,44,1
DL,400,ATL,MSP,5,725,160,1
CO,735,CLE,LAX,4,550,306,1
WN,2794,SAT,DEN,4,1075,145,1
OO,6593,BIL,DEN,4,612,88,1
EV,7065,IAD,PWM,2,737,92,0
OO,4644,MSP,GFK,2,560,75,0
DL,1020,ATL,MDW,1,1305,120,1
XE,5930,ORD,DSM,7,903,74,1
CO,444,IAH,ORD,3,1138,155,0
OO,6519,SJC,LAX,7,1146,76,0
DL,17,ATL,LAX,3,1136,303,1
US,1033,CLT,MIA,3,1215,127,1
UA,299,DEN,MCI,4,611,103,0
AA,1931,SFO,LAX,5,875,80,0
MQ,2977,DFW,CSG,2,765,115,0
AS,189,ANC,FAI,2,945,59,0
AA,1036,MIA,BWI,3,730,150,1
WN,1458,SMF,ONT,7,620,75,0
AA,1332,DFW,ATL,5,1230,115,1
WN,3588,DEN,MDW,7,1175,135,0
MQ,3769,ATL,ORD,7,570,125,0
AA,1355,BOS,DFW,2,440,270,0
B6,733,BOS,SJU,4,475,237,0
XE,2677,DCA,CLE,7,1023,78,1
MQ,2937,DFW,AEX,3,1195,65,0
XE,2612,CVG,EWR,6,690,109,0
MQ,4393,BOS,JFK,5,670,70,0
MQ,2860,VPS,DFW,6,945,135,1
DL,2673,LGA,MEM,3,395,185,1
MQ,3237,GSP,DFW,3,700,170,0
DL,2449,SLC,OAK,4,676,121,1
DL,1169,FLL,LAX,1,445,357,0
US,1634,TPA,CLT,2,720,100,1
MQ,4064,ORD,CLE,6,815,80,0
AA,378,ORD,LGA,4,665,125,1
UA,210,LAX,IAD,4,977,282,1
AS,658,PDX,SJC,2,380,108,1
OO,6271,FWA,ORD,2,538,63,1
EV,5558,MLI,ATL,6,907,117,0
B6,1080,CLT,JFK,4,360,108,0
OO,6975,DFW,ORD,5,360,139,0
MQ,2983,CSG,DFW,1,970,155,0
US,1457,CLT,FLL,4,805,119,1
EV,7076,SYR,ORD,3,597,138,1
WN,1051,BWI,ECP,5,1145,150,0
UA,268,OMA,DEN,7,390,107,0
MQ,2782,LEX,DFW,2,385,160,1
DL,2377,ORD,ATL,3,510,119,1
US,1528,MSY,CLT,4,975,111,1
OO,6239,GRB,ORD,2,1100,60,0
OO,7034,GJT,DEN,3,814,60,1
WN,517,PHX,OAK,3,1050,125,1
DL,2192,TPA,DTW,5,510,158,0
WN,309,OAK,LAS,7,530,85,1
XE,2866,CLE,MKE,7,760,82,0
WN,372,STL,DEN,3,960,150,1
MQ,4481,DCA,RDU,1,899,66,0
AA,1504,MIA,BDL,3,645,175,0
DL,1417,ATL,DEN,2,1045,202,0
AA,185,JFK,LAX,1,1260,380,1
WN,2807,ABQ,HOU,4,895,120,0
WN,575,SMF,SAN,6,955,85,1
XE,3134,EWR,BNA,4,895,150,0
MQ,4051,ORD,BNA,4,1085,90,0
XE,3121,LIT,IAH,7,898,82,1
US,256,LAX,PHX,5,755,81,0
9E,3919,MSP,CMH,1,425,119,1
AS,620,PDX,LAS,1,1055,128,0
B6,504,FLL,EWR,2,584,166,0
F9,834,DEN,DTW,5,1150,162,0
DL,154,FLL,JFK,3,905,185,0
WN,1824,MHT,BWI,3,365,110,0
US,4,PHX,LAS,3,680,75,0
XE,5900,ORD,CVG,4,895,69,0
EV,5340,ROA,ATL,3,1078,97,1
FL,796,STL,ATL,1,395,114,0
F9,214,DEN,AUS,3,1190,122,1
UA,302,ORD,ALB,4,1080,115,0
XE,2866,MKE,IAH,5,846,174,1
EV,7365,MOB,MEM,5,995,80,0
DL,1869,DTW,ATL,7,1010,129,1
US,162,CLT,SAN,2,475,317,0
XE,2681,PBI,IAH,3,705,176,1
US,1705,BDL,CLT,4,1150,134,0
EV,4948,ATL,CLE,1,1055,111,1
MQ,3945,ORD,PIT,4,1240,90,0
US,1582,MCO,PHL,5,895,149,0
9E,4047,MEM,LBB,6,1185,129,0
OO,6502,ORD,DTW,2,806,76,1
9E,4376,RDU,DTW,6,560,120,1
XE,2262,OMA,IAH,3,1085,139,1
DL,1056,SJC,MSP,2,389,231,1
AA,21,JFK,LAX,6,1150,385,0
WN,1587,BWI,MDW,2,930,125,1
WN,915,STL,MCI,2,1185,65,1
EV,5124,PHF,ATL,7,1130,119,0
US,1615,CLT,MCI,5,695,158,1
DL,1907,ATL,MSY,3,1312,101,0
OO,7790,SLC,SUN,6,823,71,0
9E,3782,DTW,AVP,2,880,90,1
WN,2453,ABQ,LAX,1,485,130,1
US,634,PHX,PIT,3,965,229,0
WN,856,SFO,SAN,1,1100,85,1
MQ,2852,SGF,DFW,4,460,95,0
WN,117,SAN,SMF,2,535,95,1
CO,63,EWR,IAH,2,1045,244,1
MQ,2732,MHK,DFW,1,725,90,1
OH,6595,JFK,ORD,3,936,174,0
OH,6473,BOS,JFK,3,1050,100,0
OH,6631,BOS,JFK,2,840,85,0
AA,284,HNL,LAX,2,960,310,0
9E,3827,DTW,AZO,7,1295,53,0
B6,97,JFK,DEN,3,1270,272,1
CO,354,EWR,PBI,6,626,171,1
HA,303,HNL,LIH,4,535,37,0
DL,1977,ORD,ATL,3,1069,126,1
MQ,4335,ORD,GRR,7,510,55,1
9E,4102,ATL,GSP,4,665,62,0
UA,172,SFO,BOS,6,511,341,0
AS,138,ANC,ORD,1,1405,345,0
EV,5490,LFT,ATL,2,969,102,0
MQ,4299,BUF,ORD,6,690,115,0
CO,1702,EWR,SFO,1,660,380,0
WN,132,SFO,LAX,3,1080,75,1
FL,661,ATL,HPN,6,1061,138,0
MQ,4669,LGA,ATL,5,930,165,0
YV,7284,DTW,ORD,6,360,71,0
UA,415,MSY,DEN,6,434,185,0
AA,1267,MIA,SJU,5,1000,150,1
UA,272,SFO,LAX,4,442,92,0
UA,329,DSM,DEN,2,954,125,0
UA,69,LAX,LIH,5,1004,365,0
WN,2616,MKE,MCI,1,1055,100,0
UA,547,ORD,LAS,5,595,246,1
US,158,PHX,STL,5,590,180,0
WN,960,MDW,TUS,2,1145,240,0
WN,39,DAL,HOU,4,960,60,1
US,574,SMF,PHX,7,755,104,0
AA,462,MIA,DCA,5,980,145,1
DL,1735,LAX,LIH,5,840,373,0
WN,221,SJC,ONT,5,1240,70,1
MQ,3005,LAX,SAN,6,1350,45,0
US,454,BWI,PHX,3,1020,311,1
OH,6344,BWI,DTW,5,765,100,0
WN,1872,JAX,ORF,6,765,90,1
FL,241,ATL,RIC,5,1068,86,0
MQ,3655,MIA,RIC,5,1220,140,0
MQ,3656,PIT,MIA,3,1040,170,0
9E,3918,SAT,MEM,5,709,116,0
MQ,4322,MSN,ORD,7,1140,65,0
EV,5387,GPT,ATL,7,360,81,1
XE,2849,ORF,CLE,3,1068,102,0
DL,1090,ATL,IND,3,730,98,1
EV,5013,STL,MEM,2,685,74,1
XE,2780,IAH,ORF,4,770,158,0
FL,175,ATL,RSW,5,610,103,0
9E,3865,ATL,DAY,7,847,92,1
MQ,3608,ATL,MIA,3,1000,120,0
XE,3109,BTR,IAH,4,810,70,0
AS,865,SEA,KOA,2,520,376,0
WN,3685,RNO,LAS,2,450,80,1
WN,1131,LAX,HOU,4,1180,180,1
AS,530,SEA,ONT,4,430,148,1
US,1293,BOS,PHL,7,390,93,0
OO,6508,SFO,AUS,7,640,203,1
MQ,3618,TLH,MIA,1,1100,80,1
B6,101,BUF,JFK,2,1180,87,0
OO,6358,LAX,SBA,2,1124,40,0
DL,487,LGA,PBI,2,895,186,0
AA,2401,DFW,LAX,7,390,210,0
XE,5949,BTV,ORD,6,360,159,0
EV,5493,ATL,HOU,2,960,137,1
WN,126,BNA,CLE,1,1200,85,1
MQ,4591,LGA,MSP,5,660,180,1
WN,575,MCI,OKC,6,660,70,1
YV,2711,PHX,FAT,4,650,103,0
MQ,3297,DFW,TYS,1,605,115,1
UA,888,SFO,LAX,4,665,95,0
FL,605,RSW,BWI,6,760,137,0
WN,28,DAL,SAT,5,870,65,1
DL,1516,DEN,ATL,7,375,167,0
OO,6247,LAX,LAS,3,1369,70,1
9E,3708,ATL,SAV,4,993,69,0
WN,990,PHL,MDW,1,1185,160,1
DL,1496,MSP,LGA,3,780,168,0
US,1935,BUF,PHL,1,420,81,0
UA,346,ORD,PIT,4,1284,88,0
EV,5446,ATL,VPS,6,570,78,0
OO,6536,SAN,LAX,6,688,45,0
WN,1503,DEN,LAX,3,1230,155,1
WN,2958,AMA,DAL,2,440,65,0
DL,2899,MSP,PHX,5,1040,207,1
EV,7098,ORD,GSO,3,526,102,1
WN,2066,SAT,SAN,6,905,185,0
DL,2741,CVG,RSW,6,1235,144,0
B6,1402,AUS,FLL,4,715,150,0
B6,15,JFK,FLL,6,995,195,0
OO,6641,EUG,SFO,5,1149,87,0
WN,3242,ISP,PBI,7,1125,180,0
DL,1260,GEG,SLC,6,384,110,0
UA,618,PHX,ORD,6,599,202,1
AA,335,LGA,ORD,3,900,170,0
DL,1999,MEM,MCO,7,520,119,0
9E,3858,OMA,DTW,5,615,130,0
9E,3997,MLI,MEM,3,370,96,0
DL,2345,CVG,LAS,4,555,269,1
WN,1100,ONT,LAS,4,1215,55,1
CO,1134,DFW,EWR,2,635,213,0
MQ,3337,AEX,DFW,1,685,75,0
DL,1586,ATL,LGA,1,460,138,0
WN,817,MDW,DTW,1,985,80,1
XE,2521,STL,EWR,7,1165,137,0
UA,181,BOS,SFO,6,886,408,0
MQ,3758,AUS,ORD,4,705,155,0
WN,3226,DEN,MDW,3,1205,135,1
OO,6556,DEN,TUL,7,1018,90,1
US,433,LAS,PHL,5,420,280,0
YV,2623,CLT,CVG,2,965,89,0
XE,2324,CVG,IAH,4,370,170,0
US,1027,MCO,PHL,3,840,149,0
MQ,3381,DFW,JAN,5,475,80,0
AA,1487,ORD,RNO,3,640,255,0
WN,704,HRL,HOU,2,520,60,0
AA,1391,PIT,DFW,5,1095,195,1
WN,3421,DEN,SFO,5,835,165,1
9E,3764,MLI,DTW,5,625,97,0
9E,3703,GRR,MSP,6,810,96,0
B6,488,LGB,BOS,4,1252,308,1
CO,286,IAH,MCO,1,1035,137,1
YV,2821,LGB,PHX,7,405,87,0
FL,908,ATL,PHF,7,817,86,0
XE,2050,IAH,RIC,2,1135,158,1
XE,5957,GRB,ORD,7,870,60,0
EV,7303,MEM,XNA,5,1175,70,1
US,1788,CLT,ORD,6,1345,119,1
FL,1417,FNT,RSW,5,856,178,1
OO,6386,ONT,SFO,7,805,85,1
WN,1625,OAK,SNA,1,1080,80,1
WN,1065,BOS,BWI,4,545,90,0
US,1621,EWR,CLT,5,780,118,1
DL,2829,ATL,SEA,4,1135,330,1
XE,2635,EWR,MHT,5,491,79,1
B6,1216,BUF,BOS,6,835,78,0
DL,2122,DTW,BOS,4,455,127,0
XE,2929,TUL,IAH,5,730,92,0
MQ,3231,AMA,DFW,1,1140,70,0
UA,81,LAX,HNL,7,518,361,1
EV,5120,LIT,ATL,4,890,89,0
WN,3667,JAX,ORF,1,430,90,0
AA,451,RDU,ORD,5,500,135,0
B6,97,JFK,DEN,6,1270,272,0
MQ,4485,LGA,DTW,3,890,125,0
WN,2349,ALB,MDW,5,410,145,0
CO,1794,LAX,IAH,2,405,194,1
WN,215,CMH,MCO,3,965,135,1
CO,409,IAH,SAN,2,630,214,1
OO,4543,BOI,SLC,4,1050,73,1
XE,5952,ORD,BHM,3,873,104,0
DL,2246,HNL,SEA,2,1345,339,1
CO,175,SNA,HNL,6,540,345,1
DL,2480,SEA,DTW,5,360,253,0
OO,6563,DEN,ASE,2,732,44,0
B6,38,JFK,ROC,3,1199,86,0
WN,1151,TPA,MDW,4,1195,165,0
WN,239,LAS,ALB,3,1005,285,1
AA,2001,JAX,DFW,1,1085,175,0
XE,5952,FAR,ORD,7,360,112,1
MQ,4253,ORD,ICT,3,480,115,0
DL,2587,RSW,DTW,6,959,174,1
WN,1677,LAS,LAX,1,1140,65,1
OO,4685,RAP,MSP,7,610,94,0
MQ,3382,DFW,CID,3,1150,120,0
OH,6285,DTW,CID,5,745,105,0
YV,2886,ELP,PHX,3,1295,85,0
UA,143,TPA,ORD,5,372,174,0
9E,4273,GSP,ATL,6,515,84,0
WN,426,DEN,BWI,6,1045,200,1
FL,938,ATL,JAX,3,1330,69,1
DL,126,SFO,JFK,6,510,345,1
US,1904,CLT,PIT,5,480,85,0
OO,7773,SGU,SLC,5,892,78,0
DL,2284,SLC,BNA,7,1020,197,1
DL,1500,MCI,DTW,6,485,115,0
AS,67,SEA,KTN,4,915,127,0
XE,2698,EWR,ROC,5,482,86,0
WN,514,BHM,HOU,5,1020,115,1
EV,5217,HSV,ATL,4,632,58,0
EV,5013,MEM,BTR,5,860,75,0
CO,137,LAX,OGG,2,1025,345,1
WN,3508,PHX,AUS,5,1165,125,1
DL,1930,ATL,PIT,6,820,99,1
EV,4992,ATL,BQK,2,671,72,0
DL,1160,SAN,SLC,5,785,112,1
WN,1557,CRP,HOU,2,570,50,0
UA,319,IAD,LAX,7,503,348,0
WN,792,DEN,SAN,4,410,150,1
YV,7274,MCI,IAD,4,492,141,0
AS,601,LAS,SEA,1,645,160,0
DL,1213,ATL,PNS,6,1138,73,0
WN,2003,ONT,PHX,5,780,70,1
DL,1250,MCI,ATL,1,910,120,0
OO,6756,SFO,SMF,6,1385,42,0
XE,2980,IAH,TYS,2,810,118,0
WN,1147,LAX,SJC,2,395,65,0
WN,2963,BUR,OAK,1,780,70,1
AA,1399,DEN,ORD,4,395,155,0
US,175,LAS,PHX,7,990,72,0
WN,46,PHL,HOU,5,845,240,0
AA,1279,DFW,PHX,3,790,160,0
MQ,4240,SPI,ORD,3,410,65,1
US,1950,CLT,BUF,2,1205,106,0
OO,7791,SUN,SLC,1,914,66,0
US,1687,CLT,FLL,4,1215,121,1
MQ,3180,SJC,LAX,1,860,75,0
EV,5550,AGS,ATL,3,895,67,0
WN,1760,TUL,STL,7,975,70,1
UA,263,MSY,LAX,6,1167,263,0
WN,1894,MHT,BWI,5,740,95,1
WN,827,LAS,MCO,5,625,265,0
OO,6246,FAT,LAX,7,579,66,1
9E,4083,MEM,DSM,7,865,100,1
US,62,DEN,CLT,6,410,189,0
MQ,2780,DFW,CRP,4,945,80,1
9E,3908,ATL,SDF,7,965,82,1
YV,2945,IAD,CLT,4,505,98,0
EV,5127,ATL,FAY,5,975,76,0
WN,1681,SLC,PHX,2,440,105,1
DL,2604,LAX,SLC,5,984,111,1
XE,2807,PBI,IAH,3,1060,165,0
OO,4795,SLC,SNA,3,593,116,1
WN,678,SMF,SAN,5,595,85,1
AA,562,STL,MIA,3,1050,160,1
WN,1658,BDL,MDW,2,1130,160,1
US,1118,CLT,PWM,3,1090,129,1
AA,567,DFW,SFO,4,1065,230,1
YV,2749,SAT,PHX,7,900,147,0
DL,1120,MSY,ATL,1,1050,89,0
YV,2984,PHX,SAT,1,1355,120,1
XE,5975,DSM,ORD,1,510,81,1
YV,1019,OGG,HNL,7,1135,32,0
B6,1103,JFK,RDU,6,557,108,1
AA,1952,DFW,MCO,1,925,145,0
XE,2341,PIT,IAH,1,885,200,1
AA,815,DFW,ELP,2,900,105,1
DL,1777,ORD,ATL,7,1150,133,1
MQ,2838,SAV,DFW,1,440,180,0
WN,752,DEN,SNA,4,520,155,0
WN,955,BWI,BDL,1,865,65,1
AA,1287,AUS,DFW,1,465,65,0
YV,2716,OMA,PHX,7,1095,174,0
FL,36,ATL,MDW,6,1113,106,0
WN,1655,MDW,LGA,1,570,130,1
CO,449,SFO,EWR,2,690,320,1
AA,600,SFO,DFW,5,440,210,0
9E,4250,IND,JFK,2,750,145,1
MQ,2728,ABI,DFW,6,825,50,0
WN,1035,LAS,LAX,3,1140,65,1
OO,6619,SFO,PHX,6,639,110,1
YV,2818,FAT,PHX,3,975,99,1
WN,31,LBB,DAL,2,750,65,0
MQ,3502,GUC,DFW,4,975,110,0
F9,262,DEN,SNA,1,495,143,0
US,835,PHL,MCO,6,955,153,0
DL,2172,ATL,RDU,2,1231,88,1
DL,1115,EWR,SLC,7,420,327,0
YV,2904,LIT,CLT,5,442,117,0
AA,1440,TUS,DFW,2,1065,130,0
MQ,2927,DFW,EVV,7,540,110,1
DL,2054,PNS,ATL,2,330,75,0
DL,1510,DEN,DTW,4,685,170,0
OO,6323,ORD,OKC,2,489,130,1
XE,2048,IAH,OKC,3,770,80,1
MQ,4047,ORD,RIC,4,970,115,0
